0;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;9
46;0
47;214
48;661
49;1427
50;509
51;825
52;96
53;193
54;808
55;535
56;0
57;908
58;398
59;696
60;1244
61;1397
62;3172
63;890
64;2106
65;662
66;728
67;144
68;151
69;99
70;268
71;193
72;25
73;0
74;1
75;0
76;87
77;14
78;71
79;0
80;0
81;0
82;0
83;0
84;0
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0
93;0
94;0
95;0
96;0
97;0
98;0
99;0
100;0
